ID,Major,Year,M_GPA,F_GPA,COMBINED_GPA,M_EN,F_EN,C_EN
4025,Mechanical Engineering,2014,3.14,3.3,3.163157894736842,130,22,152
4031,Mechanical Engineering,2013,3.16,3.11,3.1556140350877193,104,10,114
4038,Mechanical Engineering,2012,3.16,3.32,3.1823655913978497,80,13,93
4044,Mechanical Engineering,2011,3.07,3.13,3.0782191780821915,63,10,73
4050,Mechanical Engineering,2010,3.07,3.57,3.150459770114942,73,14,87
4056,Mechanical Engineering,2009,3.1,3.68,3.213608247422681,78,19,97
4064,Mechanical Engineering,2010,3.2,3.35,3.222929936305733,399,72,471
4065,Mechanical Engineering,2011,3.13,3.44,3.1746168224299067,458,77,535
4066,Mechanical Engineering,2012,3.14,3.29,3.1616690042075737,610,103,713
4067,Mechanical Engineering,2013,3.08,3.2,3.0979365079365078,643,113,756
4068,Mechanical Engineering,2014,3.11,3.1,3.108511904761905,715,125,840
4124,Mechanical Engineering,2014,3.0,3.1,3.019463087248322,240,58,298
4125,Mechanical Engineering,2013,2.9,2.8,2.8879377431906614,226,31,257
4126,Mechanical Engineering,2012,2.98,3.1,2.994941634241245,225,32,257
4127,Mechanical Engineering,2011,2.9,2.9,2.9,212,31,243
4128,Mechanical Engineering,2010,2.8,3.0,2.8206896551724134,182,21,203
4134,Mechanical Engineering,2014,2.78,2.87,2.786518691588785,397,31,428
4135,Mechanical Engineering,2013,2.67,3.1,2.6952410901467503,449,28,477
4136,Mechanical Engineering,2012,2.63,2.85,2.6445918367346937,366,26,392
4137,Mechanical Engineering,2011,2.74,2.6,2.7295702005730664,323,26,349
4138,Mechanical Engineering,2010,2.71,2.78,2.714953846153846,302,23,325
4232,Mechanical Engineering,2010,2.22,2.83,2.2762411347517735,128,13,141
4233,Mechanical Engineering,2011,2.02,2.01,2.0187719298245614,150,21,171
4234,Mechanical Engineering,2012,2.23,3.48,2.3816990291262137,181,25,206
4235,Mechanical Engineering,2013,2.08,2.26,2.108489208633094,234,44,278
4358,Mechanical Engineering,2015,3.04,2.98,3.0302826086956522,771,149,920
4577,Mechanical Engineering,2009,3.13,3.17,3.1359310344827587,988,172,1160
4578,Mechanical Engineering,2010,3.17,3.17,3.1700000000000004,989,176,1165
4579,Mechanical Engineering,2011,3.18,3.24,3.188585858585859,1018,170,1188
4580,Mechanical Engineering,2012,3.24,3.21,3.2352052401746723,962,183,1145
4581,Mechanical Engineering,2013,3.06,3.06,3.06,1027,189,1216
4582,Mechanical Engineering,2014,3.29,3.42,3.3105033557046974,753,141,894
4776,Mechanical Engineering,2015,3.0,3.22,3.0451655629139074,240,62,302
4884,Mechanical Engineering,2015,3.29,3.28,3.288377239199157,795,154,949
5220,Mechanical Engineering,2014,2.22,2.46,2.2538028169014086,305,50,355
5221,Mechanical Engineering,2015,2.13,2.6,2.195630630630631,382,62,444
5262,Mechanical Engineering,2015,2.93,3.05,2.94494071146245,443,63,506
1560,Computer Systems Engineering,2008,3.56,1.98,2.375,1,3,4
1561,Computer Systems Engineering,2009,2.99,2.74,2.9344444444444444,21,6,27
1562,Computer Systems Engineering,2010,3.05,2.88,3.0153061224489797,39,10,49
1563,Computer Systems Engineering,2011,2.95,2.99,2.95875,50,14,64
1564,Computer Systems Engineering,2012,2.93,3.09,2.9765822784810125,56,23,79
1959,Computer Systems Engineering,2007,2.99,3.01,2.9924827586206897,254,36,290
1960,Computer Systems Engineering,2008,3.01,3.14,3.0227272727272725,258,28,286
1961,Computer Systems Engineering,2009,3.07,3.18,3.08195652173913,246,30,276
1962,Computer Systems Engineering,2010,3.05,3.08,3.0532142857142857,275,33,308
1963,Computer Systems Engineering,2011,3.11,3.22,3.122758620689655,282,37,319
1964,Computer Systems Engineering,2012,3.12,3.06,3.114034090909091,317,35,352
1965,Computer Systems Engineering,2013,3.13,3.25,3.141937172774869,344,38,382
1306,Biosystems Engineering,2008,3.1,3.4,3.1890625,90,38,128
1307,Biosystems Engineering,2009,3.1,3.4,3.1972972972972973,100,48,148
1308,Biosystems Engineering,2010,3.1,3.3,3.1710059171597638,109,60,169
1309,Biosystems Engineering,2011,3.1,3.1,3.1000000000000005,109,75,184
4584,Engineering Technology,2009,2.66,2.84,2.689213709677419,831,161,992
4585,Engineering Technology,2010,2.71,2.78,2.7206365503080083,826,148,974
4586,Engineering Technology,2011,2.77,2.96,2.7937018255578097,863,123,986
4587,Engineering Technology,2012,2.79,2.86,2.7987830188679244,927,133,1060
4588,Engineering Technology,2013,2.62,2.49,2.603177816901409,989,147,1136
4589,Engineering Technology,2014,2.78,2.95,2.8037170731707315,882,143,1025
4883,Engineering Technology,2015,2.8,2.91,2.818560794044665,1005,204,1209
4642,Management Information Systems,2015,3.26494,3.45514,3.334210370370371,206,118,324
4713,Management Information Systems,2015,2.63,2.88,2.6844554455445544,158,44,202
4805,Management Information Systems,2011,2.58,2.44,2.5478688524590165,141,42,183
4806,Management Information Systems,2012,2.77,2.61,2.733044619422572,293,88,381
4808,Management Information Systems,2013,2.47,2.7,2.5157711442786073,322,80,402
4809,Management Information Systems,2014,2.54,2.4,2.512584856396867,308,75,383
